x,y,z,ap_x,ap_y,ap_tipo,dist_euclid,rssi_dbm,n_rayos,pl_min_db,delayspread_ns,refl_dom,cruces_nlos
0,100,1,-0.1,8,2,92.00005434781,-50.4034580635226,32,85.7034580635226,66.6302967189228,0,0
0,105,1,-0.1,8,2,97.0000515463781,-50.8630841581181,31,86.1630841581181,66.7325138319088,0,0
0,110,1,-0.1,8,2,102.000049019596,-51.29960832798,35,86.59960832798,69.101787698731,0,0
0,115,1,-0.1,8,2,107.000046728962,-51.7152419683261,37,87.0152419683261,69.0747121729414,0,0
0,120,1,-0.1,8,2,112.000044642848,-52.1118934270017,29,87.4118934270017,60.5056567472012,0,0
0,125,1,-0.1,8,2,117.000042735035,-52.4912209622908,27,87.7912209622908,64.451161788465,0,0
0,130,1,-0.1,8,2,122.0000409836,-52.8546746160955,24,88.1546746160955,55.8457590378143,0,0
0,135,1,-0.1,8,2,127.000039370073,-53.2035296749568,30,88.5035296749568,45.4144676915001,0,0
25.98,0,1,26.1,129.1,2,129.100055770708,-53.3459724726088,16,88.6459724726088,50.4895446604,0,0
25.98,5,1,26.1,129.1,2,124.100058017714,-53.0029049844515,17,88.3029049844515,53.3785337864301,0,0
25.98,10,1,26.1,129.1,2,119.100060453385,-52.6457291046826,16,87.9457291046826,60.6989258657296,0,0
25.98,15,1,26.1,129.1,2,114.100063102524,-52.2732345774806,17,87.5732345774806,51.6486709403297,0,0
25.98,20,1,26.1,129.1,2,109.100065994481,-51.8840484258759,17,87.1840484258759,54.6877346522097,0,0
25.98,25,1,26.1,129.1,2,104.100069164242,-51.4766044093139,20,86.7766044093139,61.9764219463588,0,0
25.98,30,1,26.1,129.1,2,99.1000726538583,-51.0491049616881,17,86.3491049616881,62.7407827582059,0,0
25.98,35,1,26.1,129.1,2,94.1000765143153,-50.5994732729618,20,85.8994732729618,64.9053208791023,0,0
25.98,40,1,26.1,129.1,2,89.1000808080442,-50.1252922838138,17,85.4252922838138,55.9641545036144,0,0
25.98,45,1,26.1,129.1,2,84.1000856123227,-49.6237260558458,16,84.9237260558457,66.8407757261287,0,0
25.98,50,1,26.1,129.1,2,79.1000910239678,-49.0914170316032,15,84.3914170316032,67.2983976968856,0,0
25.98,55,1,26.1,129.1,2,74.1000971659282,-48.5243497316686,18,83.8243497316685,66.2752518912016,0,0
25.98,60,1,26.1,129.1,2,69.1001041967376,-47.9176668090945,19,83.2176668090945,70.895091156242,0,0
25.98,65,1,26.1,129.1,2,64.1001123243946,-47.2654159708189,22,82.5654159708189,59.9374120319613,0,0
25.98,70,1,26.1,129.1,2,59.1001218272856,-46.560194043672,43,81.860194043672,55.9399078633729,0,0
25.98,75,1,26.1,129.1,2,54.1001330867125,-45.7926335666274,20,81.0926335666274,57.1385939625352,0,0
25.98,80,1,26.1,129.1,2,49.1001466392922,-44.9506401538686,27,80.2506401538686,51.9079823304469,0,0
25.98,85,1,26.1,129.1,2,44.1001632650039,-44.0182197586155,29,79.3182197586155,50.7229722876553,0,0
25.98,90,1,26.1,129.1,2,39.1001841427889,-42.9735991430039,44,78.2735991430039,41.5484429869739,0,0
25.98,95,1,26.1,129.1,2,34.1002111430413,-41.786057889543,48,77.086057889543,37.5576604900695,0,0
25.98,100,1,26.1,129.1,2,29.1002474216286,-40.4102424206978,29,75.7102424206978,37.7820220447033,0,0
25.98,105,1,26.1,129.1,2,24.100298753335,-38.7751026118351,54,74.0751026118351,30.2456046832162,0,0
25.98,110,1,26.1,129.1,2,19.1003769596309,-36.7599099983007,44,72.0599099983007,29.467413951749,0,0
25.98,115,1,26.1,129.1,2,14.1005106290517,-34.1336684847586,112,69.4336684847586,24.2167295334317,0,0
25.98,120,1,26.1,129.1,2,9.10079117439797,-30.3608878437046,58,65.6608878437046,21.4242257625291,0,0
