149.00,4.00,48.61,126.98,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
150.00,4.00,46.92,125.53,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
151.00,4.00,45.24,124.09,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
152.00,4.00,43.55,122.64,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
153.00,4.00,41.87,121.19,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
154.00,4.00,41.47,120.85,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
155.00,4.00,41.47,120.85,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
156.00,4.00,41.47,120.85,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
157.00,4.00,41.47,120.85,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
158.00,4.00,41.47,120.85,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
159.00,4.00,41.47,120.85,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
160.00,4.00,41.91,121.23,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
161.00,4.00,43.60,122.68,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
162.00,4.00,45.28,124.12,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
163.00,4.00,46.97,125.57,51.96,129.86,51.96,0.00,25.90,0.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
